"Xerox","10000","Anonymous","10000"
"Jim Parsons","10182","Cards Against Humanity","10318"
"Jim Parsons","10192","Cards Against Humanity","10328"
"Jim Parsons","10201","Cards Against Humanity","10339"
"Jim Parsons","10211","Cards Against Humanity","10349"
"Jim Parsons","10220","Cards Against Humanity","10360"
"Jim Parsons","10231","Cards Against Humanity","10369"
"Jim Parsons","10237","Cards Against Humanity","10383"
"Jim Parsons","10249","Cards Against Humanity","10391"
"Jim Parsons","10255","Cards Against Humanity","10405"
"Jim Parsons","10269","Cards Against Humanity","10411"
"Jim Parsons","10283","Cards Against Humanity","10417"
"Jim Parsons","10297","Cards Against Humanity","10423"
"Jim Parsons","10310","Cards Against Humanity","10430"
"Jim Parsons","10320","Cards Against Humanity","10440"
"Jim Parsons","10332","Cards Against Humanity","10448"
"Jim Parsons","10342","Cards Against Humanity","10458"
"Jim Parsons","10353","Cards Against Humanity","10467"
"Jim Parsons","10362","Cards Against Humanity","10478"
"Jim Parsons","10370","Cards Against Humanity","10490"
"Jim Parsons","10379","Cards Against Humanity","10501"
"Jim Parsons","10391","Cards Against Humanity","10509"
"Jim Parsons","10397","Cards Against Humanity","10523"
"Jim Parsons","10406","Cards Against Humanity","10534"
"Jim Parsons","10411","Cards Against Humanity","10549"
"Jim Parsons","10421","Cards Against Humanity","10559"
"Jim Parsons","10433","Cards Against Humanity","10567"
"Jim Parsons","10443","Cards Against Humanity","10577"
"Jim Parsons","10453","Cards Against Humanity","10587"
"Jim Parsons","10468","Cards Against Humanity","10592"
"Jim Parsons","10475","Cards Against Humanity","10605"
"Jim Parsons","10483","Cards Against Humanity","10617"
"Jim Parsons","10490","Cards Against Humanity","10630"
"Jim Parsons","10507","Cards Against Humanity","10633"
"Jim Parsons","10516","Cards Against Humanity","10644"
"Jim Parsons","10525","Cards Against Humanity","10655"
"Jim Parsons","10535","Cards Against Humanity","10665"
"Jim Parsons","10541","Cards Against Humanity","10679"
"Jim Parsons","10546","Cards Against Humanity","10694"
"Jim Parsons","10553","Cards Against Humanity","10707"
"Jim Parsons","10560","Cards Against Humanity","10720"
"Jim Parsons","10573","Cards Against Humanity","10727"
"Jim Parsons","10579","Cards Against Humanity","10741"
"Jim Parsons","10587","Cards Against Humanity","10753"
"Jim Parsons","10591","Cards Against Humanity","10769"
"Jim Parsons","10599","Cards Against Humanity","10781"
"Jim Parsons","10608","Cards Against Humanity","10792"
"Jim Parsons","10620","Cards Against Humanity","10800"
"Jim Parsons","10624","Cards Against Humanity","10816"
"Jim Parsons","10630","Cards Against Humanity","10830"
"Jim Parsons","10643","Cards Against Humanity","10837"
"Jim Parsons","10650","Cards Against Humanity","10850"
"Jim Parsons","10657","Cards Against Humanity","10863"
"Jim Parsons","10665","Cards Against Humanity","10875"
"Jim Parsons","10669","Cards Against Humanity","10891"
"Jim Parsons","10677","Cards Against Humanity","10903"
"Jim Parsons","10686","Cards Against Humanity","10914"
"Jim Parsons","10698","Cards Against Humanity","10922"
"Jim Parsons","10709","Cards Against Humanity","10931"
"Jim Parsons","10719","Cards Against Humanity","10941"
"Jim Parsons","10726","Cards Against Humanity","10954"
"Jim Parsons","10739","Cards Against Humanity","10961"
"Jim Parsons","10748","Cards Against Humanity","10972"
"Jim Parsons","10754","Cards Against Humanity","10986"
"Jim Parsons","10762","Cards Against Humanity","10998"
"Jim Parsons","10772","Cards Against Humanity","11008"
"Jim Parsons","10781","Cards Against Humanity","11019"
"Jim Parsons","10789","Cards Against Humanity","11031"
"Jim Parsons","10803","Cards Against Humanity","11037"
"Jim Parsons","10811","Cards Against Humanity","11049"
"Jim Parsons","10822","Cards Against Humanity","11058"
"Jim Parsons","10832","Cards Against Humanity","11068"
"Jim Parsons","10841","Cards Against Humanity","11079"
"Jim Parsons","10848","Cards Against Humanity","11092"
"Jim Parsons","10857","Cards Against Humanity","11103"
"Jim Parsons","10861","Cards Against Humanity","11119"
"Jim Parsons","10871","Cards Against Humanity","11129"
"Jim Parsons","10878","Cards Against Humanity","11142"
"Jim Parsons","10885","Cards Against Humanity","11155"
"Jim Parsons","10893","Cards Against Humanity","11167"
"Jim Parsons","10907","Cards Against Humanity","11173"
"Jim Parsons","10916","Cards Against Humanity","11184"
"Jim Parsons","10931","Cards Against Humanity","11189"
"Jim Parsons","10942","Cards Against Humanity","11198"
"Jim Parsons","10948","Cards Against Humanity","11212"
"Jim Parsons","10956","Cards Against Humanity","11224"
"Jim Parsons","10960","Cards Against Humanity","11240"
"Jim Parsons","10969","Cards Against Humanity","11251"
"Jim Parsons","10980","Cards Against Humanity","11260"
"Jim Parsons","10988","Cards Against Humanity","11272"
"Jim Parsons","10995","Cards Against Humanity","11285"
"Jim Parsons","11010","Cards Against Humanity","11290"
"Jim Parsons","11016","Cards Against Humanity","11304"
"Jim Parsons","11030","Cards Against Humanity","11310"
"Jim Parsons","11037","Cards Against Humanity","11323"
"Jim Parsons","11040","Cards Against Humanity","11340"
"Jim Parsons","11049","Cards Against Humanity","11351"
"Jim Parsons","11061","Cards Against Humanity","11359"
"Jim Parsons","11067","Cards Against Humanity","11373"
"Jim Parsons","11077","Cards Against Humanity","11383"
"Jim Parsons","11090","Cards Against Humanity","11390"
"Jim Parsons","11097","Cards Against Humanity","11403"
"Jim Parsons","11108","Cards Against Humanity","11412"
"Jim Parsons","11122","Cards Against Humanity","11418"
"Jim Parsons","11132","Cards Against Humanity","11428"
"Jim Parsons","11138","Cards Against Humanity","11442"
"Jim Parsons","11149","Cards Against Humanity","11451"
"Jim Parsons","11162","Cards Against Humanity","11458"
"Jim Parsons","11170","Cards Against Humanity","11470"
"Jim Parsons","11178","Cards Against Humanity","11482"
"Jim Parsons","11189","Cards Against Humanity","11491"
"Jim Parsons","11199","Cards Against Humanity","11501"
"Jim Parsons","11208","Cards Against Humanity","11512"
"Jim Parsons","11211","Cards Against Humanity","11529"
"Jim Parsons","11222","Cards Against Humanity","11538"
"Jim Parsons","11229","Cards Against Humanity","11551"
"Jim Parsons","11241","Cards Against Humanity","11559"
"Jim Parsons","11247","Cards Against Humanity","11573"
"Jim Parsons","11267","Cards Against Humanity","11573"
"Jim Parsons","11276","Cards Against Humanity","11584"
"Jim Parsons","11282","Cards Against Humanity","11598"
"Jim Parsons","11290","Cards Against Humanity","11610"
"Jim Parsons","11300","Cards Against Humanity","11620"
"Jim Parsons","11311","Cards Against Humanity","11629"
"Jim Parsons","11322","Cards Against Humanity","11638"
"Jim Parsons","11328","Cards Against Humanity","11652"
"Albert","20000","Tokyo","0"
"Albert","20000","Johnny Depp","0"
"Albert","0","Zinnderella","20000"
"Albert","9994","Cards Against Humanity","10006"
"Albert","0","Jim Parsons","20000"
"Albert","10000","Anonymous","10000"
"Tokyo","9958","Cards Against Humanity","10042"
"Albert","10120","Cards Against Humanity","9880"
"Albert","12500","Tokyo","7500"
"Albert","7500","Anonymous","12500"
"Albert","10000","Jim Parsons","10000"
"Albert","9928","Cards Against Humanity","10072"
"Albert","8000","Zinnderella","12000"
"Albert","20000","Anonymous","0"
"Albert","2","Jim Parsons","19998"
"Albert","11666","Zinnderella","8334"
"Albert","11678","Zinnderella","8342"
"Albert","11690","Zinnderella","8350"
"Albert","11701","Zinnderella","8359"
"Albert","11713","Zinnderella","8367"
"Albert","11725","Zinnderella","8375"
"Albert","11736","Zinnderella","8384"
"Albert","11748","Zinnderella","8392"
"Albert","11760","Zinnderella","8400"
"Albert","11771","Zinnderella","8409"
"Albert","11783","Zinnderella","8417"
"Albert","11795","Zinnderella","8425"
"Albert","11806","Zinnderella","8434"
"Albert","11818","Zinnderella","8442"
"Albert","11830","Zinnderella","8450"
"Albert","11841","Zinnderella","8459"
"Albert","11853","Zinnderella","8467"
"Albert","11865","Zinnderella","8475"
"Albert","11876","Zinnderella","8484"
"Albert","11888","Zinnderella","8492"
"Albert","11900","Zinnderella","8500"
"Albert","11911","Zinnderella","8509"
"Albert","11923","Zinnderella","8517"
"Albert","11935","Zinnderella","8525"
"Albert","11946","Zinnderella","8534"
"Albert","11958","Zinnderella","8542"
"Albert","11970","Zinnderella","8550"
"Albert","11981","Zinnderella","8559"
"Albert","11993","Zinnderella","8567"
"Albert","12005","Zinnderella","8575"
"Albert","12016","Zinnderella","8584"
"Albert","12028","Zinnderella","8592"
"Albert","12040","Zinnderella","8600"
"Albert","12051","Zinnderella","8609"
"Albert","12063","Zinnderella","8617"
"Albert","12075","Zinnderella","8625"
"Albert","12086","Zinnderella","8634"
"Albert","12098","Zinnderella","8642"
"Albert","12110","Zinnderella","8650"
"Albert","12121","Zinnderella","8659"
"Albert","12133","Zinnderella","8667"
"Albert","12145","Zinnderella","8675"
"Albert","12156","Zinnderella","8684"
"Albert","12168","Zinnderella","8692"
"Albert","12180","Zinnderella","8700"
"Albert","12191","Zinnderella","8709"
"Albert","12203","Zinnderella","8717"
"Albert","12215","Zinnderella","8725"
"Albert","12226","Zinnderella","8734"
"Albert","12238","Zinnderella","8742"
"Albert","12250","Zinnderella","8750"
"Albert","12261","Zinnderella","8759"
"Albert","12273","Zinnderella","8767"
"Albert","12285","Zinnderella","8775"
"Albert","12296","Zinnderella","8784"
"Albert","12308","Zinnderella","8792"
"Albert","12320","Zinnderella","8800"
"Albert","12331","Zinnderella","8809"
"Albert","12343","Zinnderella","8817"
"Albert","12355","Zinnderella","8825"
"Albert","12366","Zinnderella","8834"
"Albert","12378","Zinnderella","8842"
"Albert","12390","Zinnderella","8850"
"Albert","12401","Zinnderella","8859"
"Albert","12413","Zinnderella","8867"
"Albert","12425","Zinnderella","8875"
"Albert","12436","Zinnderella","8884"
"Albert","12448","Zinnderella","8892"
"Albert","12460","Zinnderella","8900"
"Albert","12471","Zinnderella","8909"
"Albert","12483","Zinnderella","8917"
"Albert","12495","Zinnderella","8925"
"Albert","12506","Zinnderella","8934"
"Albert","12518","Zinnderella","8942"
"Albert","12530","Zinnderella","8950"
"Albert","12541","Zinnderella","8959"
"Albert","12553","Zinnderella","8967"
"Albert","12565","Zinnderella","8975"
"Albert","12576","Zinnderella","8984"
"Albert","12588","Zinnderella","8992"
"Albert","12600","Zinnderella","9000"
"Albert","12611","Zinnderella","9009"
"Albert","12623","Zinnderella","9017"
"Albert","12635","Zinnderella","9025"
"Albert","12646","Zinnderella","9034"
"Albert","12658","Zinnderella","9042"
"Albert","12670","Zinnderella","9050"
"Albert","12681","Zinnderella","9059"
"Albert","12693","Zinnderella","9067"
"Albert","11666","Zinnderella","8334"
"Albert","19998","I.L. Fold","2"
"Albert","19998","Anonymous","2"
"Albert","9885","Cards Against Humanity","10115"
"Albert","12000","Johnny Depp","8000"
"Albert","6666","Bradley He","13334"
"Albert","10072","Cards Against Humanity","9928"
"Albert","20000","Xerox","0"
"Albert","10000","I.L. Fold","10000"
"Albert","10011","I.L. Fold","10009"
"Albert","10020","I.L. Fold","10020"
"Albert","10030","I.L. Fold","10030"
"Albert","10041","I.L. Fold","10039"
"Albert","10050","I.L. Fold","10050"
"Albert","10060","I.L. Fold","10060"
"Albert","10071","I.L. Fold","10069"
"Albert","10080","I.L. Fold","10080"
"Albert","10090","I.L. Fold","10090"
"Albert","10101","I.L. Fold","10099"
"Albert","10110","I.L. Fold","10110"
"Albert","10120","I.L. Fold","10120"
"Albert","10131","I.L. Fold","10129"
"Albert","10140","I.L. Fold","10140"
"Albert","10150","I.L. Fold","10150"
"Albert","10161","I.L. Fold","10159"
"Albert","10170","I.L. Fold","10170"
"Albert","10180","I.L. Fold","10180"
"Albert","10191","I.L. Fold","10189"
"Albert","10200","I.L. Fold","10200"
"Albert","10210","I.L. Fold","10210"
"Albert","10221","I.L. Fold","10219"
"Albert","10230","I.L. Fold","10230"
"Albert","10240","I.L. Fold","10240"
"Albert","10251","I.L. Fold","10249"
"Albert","10260","I.L. Fold","10260"
"Albert","10270","I.L. Fold","10270"
"Albert","10281","I.L. Fold","10279"
"Albert","10290","I.L. Fold","10290"
"Albert","10300","I.L. Fold","10300"
"Albert","10311","I.L. Fold","10309"
"Albert","10320","I.L. Fold","10320"
"Albert","10330","I.L. Fold","10330"
"Albert","10341","I.L. Fold","10339"
"Albert","10350","I.L. Fold","10350"
"Albert","10360","I.L. Fold","10360"
"Albert","10371","I.L. Fold","10369"
"Albert","10380","I.L. Fold","10380"
"Albert","10390","I.L. Fold","10390"
"Albert","10401","I.L. Fold","10399"
"Albert","10410","I.L. Fold","10410"
"Albert","10420","I.L. Fold","10420"
"Albert","10431","I.L. Fold","10429"
"Albert","10440","I.L. Fold","10440"
"Albert","10450","I.L. Fold","10450"
"Albert","10461","I.L. Fold","10459"
"Albert","10470","I.L. Fold","10470"
"Albert","10480","I.L. Fold","10480"
"Albert","10491","I.L. Fold","10489"
"Albert","10500","I.L. Fold","10500"
"Albert","10510","I.L. Fold","10510"
"Albert","10521","I.L. Fold","10519"
"Albert","10530","I.L. Fold","10530"
"Albert","10540","I.L. Fold","10540"
"Albert","10551","I.L. Fold","10549"
"Albert","10560","I.L. Fold","10560"
"Albert","10570","I.L. Fold","10570"
"Albert","10581","I.L. Fold","10579"
"Albert","10590","I.L. Fold","10590"
"Albert","10600","I.L. Fold","10600"
"Albert","10611","I.L. Fold","10609"
"Albert","10620","I.L. Fold","10620"
"Albert","10630","I.L. Fold","10630"
"Albert","10641","I.L. Fold","10639"
"Albert","10650","I.L. Fold","10650"
"Albert","10660","I.L. Fold","10660"
"Albert","10671","I.L. Fold","10669"
"Albert","10680","I.L. Fold","10680"
"Albert","10690","I.L. Fold","10690"
"Albert","10701","I.L. Fold","10699"
"Albert","10710","I.L. Fold","10710"
"Albert","10720","I.L. Fold","10720"
"Albert","10731","I.L. Fold","10729"
"Albert","10740","I.L. Fold","10740"
"Albert","10750","I.L. Fold","10750"
"Albert","10761","I.L. Fold","10759"
"Albert","10770","I.L. Fold","10770"
"Albert","10780","I.L. Fold","10780"
"Albert","10791","I.L. Fold","10789"
"Albert","10800","I.L. Fold","10800"
"Albert","10810","I.L. Fold","10810"
"Albert","10821","I.L. Fold","10819"
"Albert","10830","I.L. Fold","10830"
"Albert","10840","I.L. Fold","10840"
"Albert","10851","I.L. Fold","10849"
"Albert","10860","I.L. Fold","10860"
"Albert","10870","I.L. Fold","10870"
"Albert","10881","I.L. Fold","10879"
"Albert","10890","I.L. Fold","10890"
"Albert","10900","I.L. Fold","10900"
"Albert","10911","I.L. Fold","10909"
"Albert","10920","I.L. Fold","10920"
"Albert","10930","I.L. Fold","10930"
"Albert","10941","I.L. Fold","10939"
"Albert","10950","I.L. Fold","10950"
"Albert","10960","I.L. Fold","10960"
"Albert","10971","I.L. Fold","10969"
"Albert","10980","I.L. Fold","10980"
"Albert","10990","I.L. Fold","10990"
"Albert","11001","I.L. Fold","10999"
"Albert","11010","I.L. Fold","11010"
"Albert","9999","Johnny Depp","10001"
"Albert","10001","Johnny Depp","9999"
"Albert","1","Zinnderella","19999"
"Albert","5","Zinnderella","15"
"Albert","17","Zinnderella","3"
"Albert","13","Zinnderella","7"
"Albert","18","Zinnderella","2"
"Albert","18","Zinnderella","2"
"Albert","1998","Zinnderella","2"
"Albert","9947","Cards Against Humanity","10053"
"Albert","10122","Cards Against Humanity","9878"
"Albert","9996","Cards Against Humanity","10004"
"Albert","0","Bradley He","20000"
"Albert","0","Bradley He","20020"
"Albert","0","Bradley He","20040"
"Albert","0","Bradley He","20060"
"Albert","0","Bradley He","20080"
"Albert","0","Bradley He","20100"
"Albert","0","Bradley He","20120"
"Albert","0","Bradley He","20140"
"Albert","0","Bradley He","20160"
"Albert","0","Bradley He","20180"
"Albert","0","Bradley He","20200"
"Albert","0","Bradley He","20220"
"Albert","0","Bradley He","20240"
"Albert","0","Bradley He","20260"
"Albert","0","Bradley He","20280"
"Albert","0","Bradley He","20300"
"Albert","0","Bradley He","20320"
"Albert","0","Bradley He","20340"
"Albert","0","Bradley He","20360"
"Albert","0","Bradley He","20380"
"Albert","0","Bradley He","20400"
"Albert","0","Bradley He","20420"
"Albert","0","Bradley He","20440"
"Albert","0","Bradley He","20460"
"Albert","0","Bradley He","20480"
"Albert","0","Bradley He","20500"
"Albert","0","Bradley He","20520"
"Albert","0","Bradley He","20540"
"Albert","0","Bradley He","20560"
"Albert","0","Bradley He","20580"
"Albert","0","Bradley He","20600"
"Albert","0","Bradley He","20620"
"Albert","0","Bradley He","20640"
"Albert","0","Bradley He","20660"
"Albert","0","Bradley He","20680"
"Albert","0","Bradley He","20700"
"Albert","0","Bradley He","20720"
"Albert","0","Bradley He","20740"
"Albert","0","Bradley He","20760"
"Albert","0","Bradley He","20780"
"Albert","0","Bradley He","20800"
"Albert","0","Bradley He","20820"
"Albert","0","Bradley He","20840"
"Albert","0","Bradley He","20860"
"Albert","0","Bradley He","20880"
"Albert","0","Bradley He","20900"
"Albert","0","Bradley He","20920"
"Albert","0","Bradley He","20940"
"Albert","0","Bradley He","20960"
"Albert","0","Bradley He","20980"
"Albert","0","Bradley He","21000"
"Albert","0","Bradley He","21020"
"Albert","0","Bradley He","21040"
"Albert","0","Bradley He","21060"
"Albert","0","Bradley He","21080"
"Albert","0","Bradley He","21100"
"Albert","0","Bradley He","21120"
"Albert","0","Bradley He","21140"
"Albert","0","Bradley He","21160"
"Albert","0","Bradley He","21180"
"Albert","0","Bradley He","21200"
"Albert","0","Bradley He","21220"
"Albert","0","Bradley He","21240"
"Albert","0","Bradley He","21260"
"Albert","0","Bradley He","21280"
"Albert","0","Bradley He","21300"
"Albert","0","Bradley He","21320"
"Albert","0","Bradley He","21340"
"Albert","0","Bradley He","21360"
"Albert","0","Bradley He","21380"
"Albert","0","Bradley He","21400"
"Albert","0","Bradley He","21420"
"Albert","0","Bradley He","21440"
"Albert","0","Bradley He","21460"
"Albert","0","Bradley He","21480"
"Albert","0","Bradley He","21500"
"Albert","0","Bradley He","21520"
"Albert","0","Bradley He","21540"
"Albert","0","Bradley He","21560"
"Albert","0","Bradley He","21580"
"Albert","0","Bradley He","21600"
"Albert","0","Bradley He","21620"
"Albert","0","Bradley He","21640"
"Albert","0","Bradley He","21660"
"Albert","0","Bradley He","21680"
"Albert","0","Bradley He","21700"
"Albert","0","Bradley He","21720"
"Albert","0","Bradley He","21740"
"Albert","0","Bradley He","21760"
"Albert","0","Bradley He","21780"
"Albert","0","Bradley He","21800"
"Albert","0","Bradley He","21820"
"Albert","0","Bradley He","21840"
"Albert","0","Bradley He","21860"
"Albert","0","Bradley He","21880"
"Albert","0","Bradley He","21900"
"Albert","0","Bradley He","21920"
"Albert","0","Bradley He","21940"
"Albert","0","Bradley He","21960"
"Albert","0","Bradley He","21980"
"Albert","0","Bradley He","22000"
"Albert","0","Bradley He","22020"
"Albert","0","Bradley He","22040"
"Albert","0","Bradley He","22060"
"Albert","0","Bradley He","22080"
"Albert","0","Bradley He","22100"
"Albert","0","Bradley He","22120"
"Albert","0","Bradley He","22140"
"Albert","0","Bradley He","22160"
"Albert","0","Bradley He","22180"
"Albert","0","Bradley He","22200"
"Albert","0","Bradley He","22220"
"Albert","0","Bradley He","22240"
"Albert","0","Bradley He","22260"
"Albert","0","Bradley He","22280"
"Albert","0","Bradley He","22300"
"Albert","0","Bradley He","22320"
"Albert","0","Bradley He","22340"
"Albert","0","Bradley He","22360"
"Albert","0","Bradley He","22380"
"Albert","0","Bradley He","22400"
"Albert","0","Bradley He","22420"
"Albert","0","Bradley He","22440"
"Albert","0","Bradley He","22460"
"Albert","0","Bradley He","22480"
"Albert","0","Bradley He","22500"
"Albert","0","Bradley He","22520"
"Albert","0","Bradley He","22540"
"Albert","0","Bradley He","22560"
"Albert","0","Bradley He","22580"
"Albert","0","Bradley He","22600"
"Albert","0","Bradley He","22620"
"Albert","0","Bradley He","22640"
"Albert","0","Bradley He","22660"
"Albert","0","Bradley He","22680"
"Albert","0","Bradley He","22700"
"Albert","0","Bradley He","22720"
"Albert","0","Bradley He","22740"
"Albert","0","Bradley He","22760"
"Albert","0","Bradley He","22780"
"Albert","0","Bradley He","22800"
"Albert","0","Bradley He","22820"
"Albert","0","Bradley He","22840"
"Albert","0","Bradley He","22860"
"Albert","0","Bradley He","22880"
"Albert","0","Bradley He","22900"
"Albert","0","Bradley He","22920"
"Albert","0","Bradley He","22940"
"Albert","0","Bradley He","22960"
"Albert","0","Bradley He","22980"
"Albert","0","Bradley He","23000"
"Albert","0","Bradley He","23020"
"Albert","0","Bradley He","23040"
"Albert","0","Bradley He","23060"
"Albert","0","Bradley He","23080"
"Albert","0","Bradley He","23100"
"Albert","0","Bradley He","23120"
"Albert","0","Bradley He","23140"
"Albert","0","Bradley He","23160"
"Albert","0","Bradley He","23180"
"Albert","0","Bradley He","23200"
"Albert","0","Bradley He","23220"
"Albert","0","Bradley He","23240"
"Albert","0","Bradley He","23260"
"Albert","0","Bradley He","23280"
"Albert","0","Bradley He","23300"
"Albert","0","Bradley He","23320"
"Albert","0","Bradley He","23340"
"Albert","0","Bradley He","23360"
"Albert","0","Bradley He","23380"
"Albert","0","Bradley He","23400"
"Albert","0","Bradley He","23420"
"Albert","0","Bradley He","23440"
"Albert","0","Bradley He","23460"
"Albert","0","Bradley He","23480"
"Albert","0","Bradley He","23500"
"Albert","0","Bradley He","23520"
"Albert","0","Bradley He","23540"
"Albert","0","Bradley He","23560"
"Albert","0","Bradley He","23580"
"Albert","0","Bradley He","23600"
"Albert","0","Bradley He","23620"
"Albert","0","Bradley He","23640"
"Albert","0","Bradley He","23660"
"Albert","0","Bradley He","23680"
"Albert","0","Bradley He","23700"
"Albert","0","Bradley He","23720"
"Albert","0","Bradley He","23740"
"Albert","0","Bradley He","23760"
"Albert","0","Bradley He","23780"
"Albert","0","Bradley He","23800"
"Albert","0","Bradley He","23820"
"Albert","0","Bradley He","23840"
"Albert","0","Bradley He","23860"
"Albert","0","Bradley He","23880"
"Albert","0","Bradley He","23900"
"Albert","0","Bradley He","23920"
"Albert","0","Bradley He","23940"
"Albert","0","Bradley He","23960"
"Albert","0","Bradley He","23980"
"Albert","0","Bradley He","24000"
"Albert","0","Bradley He","24020"
"Albert","0","Bradley He","24040"
"Albert","0","Bradley He","24060"
"Albert","0","Bradley He","24080"
"Albert","0","Bradley He","24100"
"Albert","0","Bradley He","24120"
"Albert","0","Bradley He","24140"
"Albert","0","Bradley He","24160"
"Albert","0","Bradley He","24180"
"Albert","0","Bradley He","24200"
"Albert","0","Bradley He","24220"
"Albert","0","Bradley He","24240"
"Albert","0","Bradley He","24260"
"Albert","0","Bradley He","24280"
"Albert","0","Bradley He","24300"
"Albert","0","Bradley He","24320"
"Albert","0","Bradley He","24340"
"Albert","0","Bradley He","24360"
"Albert","0","Bradley He","24380"
"Albert","0","Bradley He","24400"
"Albert","0","Bradley He","24420"
"Albert","0","Bradley He","24440"
"Albert","0","Bradley He","24460"
"Albert","0","Bradley He","24480"
"Albert","0","Bradley He","24500"
"Albert","0","Bradley He","24520"
"Albert","0","Bradley He","24540"
"Albert","0","Bradley He","24560"
"Albert","0","Bradley He","24580"
"Albert","0","Bradley He","24600"
"Albert","0","Bradley He","24620"
"Albert","0","Bradley He","24640"
"Albert","0","Bradley He","24660"
"Albert","0","Bradley He","24680"
"Albert","0","Bradley He","24700"
"Albert","0","Bradley He","24720"
"Albert","0","Bradley He","24740"
"Albert","0","Bradley He","24760"
"Albert","0","Bradley He","24780"
"Albert","0","Bradley He","24800"
"Albert","0","Bradley He","24820"
"Albert","0","Bradley He","24840"
"Albert","0","Bradley He","24860"
"Albert","0","Bradley He","24880"
"Albert","0","Bradley He","24900"
"Albert","0","Bradley He","24920"
"Albert","0","Bradley He","24940"
"Albert","0","Bradley He","24960"
"Albert","0","Bradley He","24980"
"Albert","0","Bradley He","25000"
"Albert","0","Bradley He","25020"
"Albert","0","Bradley He","25040"
"Albert","0","Bradley He","25060"
"Albert","0","Bradley He","25080"
"Albert","0","Bradley He","25100"
"Albert","0","Bradley He","25120"
"Albert","0","Bradley He","25140"
"Albert","0","Bradley He","25160"
"Albert","0","Bradley He","25180"
"Albert","0","Bradley He","25200"
"Albert","0","Bradley He","25220"
"Albert","0","Bradley He","25240"
"Albert","0","Bradley He","25260"
"Albert","0","Bradley He","25280"
"Albert","0","Bradley He","25300"
"Albert","0","Bradley He","25320"
"Albert","1","Bradley He","99"
"Albert","3","Bradley He","97"
"Albert","2","Bradley He","98"
"Albert","1","Bradley He","99"
"Albert","99","Anonymous","1"
"Albert","99","Tokyo","1"
"Albert","100","Tokyo","0"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","99","Anonymous","1"
"Albert","77","Anonymous","23"
"Albert","30","Bradley He","70"
"Albert","36","Bradley He","64"
"Albert","9899","Bradley He","10101"
"Albert","9960","Bradley He","10040"
"Albert","9946","Bradley He","10054"
"Albert","9543","Bradley He","10457"
"Albert","20000","Stanley Wong","0"
"Albert","10135","Bradley He","9865"
"Albert","75","Zinnderella","25"
"Albert","75","Zinnderella","25"
"Albert","76","Zinnderella","24"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","53","Zinnderella","47"
"Albert","32","Zinnderella","68"
"Albert","32","Zinnderella","68"
"Albert","32","Zinnderella","68"
"Albert","32","Zinnderella","68"
"Albert","27","Zinnderella","73"
"Albert","38","Zinnderella","62"
"Albert","9569","Zinnderella","10431"
"Albert","9566","Zinnderella","10434"
"Albert","9969","Zinnderella","10031"
"Albert","9969","Zinnderella","10031"
"Albert","9969","Zinnderella","10031"
"Albert","9998","Zinnderella","10002"
"Albert","9972","Zinnderella","10028"
"Albert","9991","Zinnderella","10009"
"Albert","9976","Zinnderella","10024"
"Albert","11974","Zinnderella","8026"
"Albert","11974","Zinnderella","8026"
"Albert","11974","Zinnderella","8026"
"Albert","11974","Zinnderella","8026"
"Albert","9554","Zinnderella","10446"
"Albert","9557","Zinnderella","10443"
"Albert","9955","Zinnderella","10045"
"Albert","9554","Zinnderella","10446"
"Albert","9976","Zinnderella","10024"
"Albert","11974","Zinnderella","8026"
"Albert","9976","Zinnderella","10024"
"Albert","9976","Zinnderella","10024"
"Albert","8649","Zinnderella","11351"
"Albert","19972","Zinnderella","28"
"Albert","10001","Xerox","9999"
"Albert","10101","Cards Against Humanity","9899"
"Albert","10109","Cards Against Humanity","9911"
"Albert","10115","Cards Against Humanity","9925"
"Albert","10129","Cards Against Humanity","9931"
"Albert","10143","Cards Against Humanity","9937"
"Albert","10151","Cards Against Humanity","9949"
"Albert","10160","Cards Against Humanity","9960"
"Albert","10167","Cards Against Humanity","9973"
"Albert","10172","Cards Against Humanity","9988"
"Albert","10179","Cards Against Humanity","10001"
"Albert","10187","Cards Against Humanity","10013"
"Albert","10198","Cards Against Humanity","10022"
"Albert","10207","Cards Against Humanity","10033"
"Albert","10221","Cards Against Humanity","10039"
"Albert","10230","Cards Against Humanity","10050"
"Albert","10235","Cards Against Humanity","10065"
"Albert","10243","Cards Against Humanity","10077"
"Albert","10252","Cards Against Humanity","10088"
"Albert","10268","Cards Against Humanity","10092"
"Albert","10277","Cards Against Humanity","10103"
"Albert","10283","Cards Against Humanity","10117"
"Albert","10296","Cards Against Humanity","10124"
"Albert","10308","Cards Against Humanity","10132"
"Albert","10319","Cards Against Humanity","10141"
"Albert","10324","Cards Against Humanity","10156"
"Albert","10340","Cards Against Humanity","10160"
"Albert","10350","Cards Against Humanity","10170"
"Albert","10366","Cards Against Humanity","10174"
"Albert","10373","Cards Against Humanity","10187"
